icmp_seq,time,mean_period5,mean_period10,mean_period20,StdDev_period5,StdDev_period10,StdDev_period20
780,165,113.22,117.23,111.285,29.3954418235,38.398844022,31.347866124
781,102,113.02,117.81,111.385,29.4856236156,38.0884482342,31.3131429443
782,113,116.12,120.07,113.235,28.2342345389,36.9343576874,30.1852225086
783,87.5,114.9,108.12,109.66,29.5516497001,21.9931201364,28.6760931054
785,78.0,109.1,104.12,107.76,34.0007352862,23.5770038621,29.4814910713
786,95.7,95.24,104.23,107.55,13.401977466,23.5301721201,29.555291627
787,113,97.44,105.23,108.565,15.5239492398,23.684080448,29.3664376099
788,75.5,89.94,103.03,108.2,15.1819959162,25.4386866363,29.7464372037
789,97.5,91.94,103.42,107.775,15.4367418842,25.3076097471,29.8400979785
790,102,96.74,102.92,107.075,13.6459884215,25.2783965736,29.8011810963
791,99.5,97.5,96.37,106.8,13.6793640203,12.8223806075,29.8466783835
792,171,109.1,103.27,110.54,36.1859779473,26.9599723871,32.9714294184
793,95.3,113.06,101.5,110.785,32.4837343912,26.8309108637,32.8318086297
794,96.0,112.76,102.35,105.235,32.6697566566,26.4703293016,23.8700930477
795,145,121.36,109.05,106.585,34.7242422523,28.0541242759,25.3477970599
796,227,146.86,122.18,113.205,55.3484236451,46.0595218772,36.7690870591
797,144,141.46,125.28,115.255,53.6969086633,46.4148635197,37.309156136
798,154,153.2,133.13,118.08,47.0924622418,43.6139898555,38.0261765796
799,177,169.4,141.08,122.25,34.8324561293,43.643347463,39.734864712
800,217,183.8,152.58,127.75,37.0364685142,47.2073158172,44.8026843651
801,101,158.6,152.73,124.55,42.7235298167,47.0219345979,44.2846831071
803,164,162.6,152.03,127.65,41.9440102994,46.7711698949,44.7902303727
804,146,161.0,157.1,129.3,42.5029410747,42.4903910706,44.8299594374
805,149,155.4,162.4,132.375,41.7049157774,36.9690561296,43.9117041705
806,183,148.6,166.2,137.625,30.3858519709,36.9347773484,43.341676491
807,329,194.2,176.4,149.29,76.7704370184,61.5037487566,59.752453374
808,194,200.2,181.4,153.34,74.9713278527,60.6028968871,59.908143722
809,177,206.4,183.7,158.415,70.5180827873,59.8796014237,57.2052378445
810,321,240.8,198.1,169.59,77.1569828337,73.7886621824,65.8554949152
811,515,307.2,227.9,190.24,135.658394506,124.806917543,99.6343810877
812,243,290.0,242.1,197.415,137.640836963,116.570865428,97.9079711555
813,202,291.6,245.9,198.965,136.28572926,114.340087264,97.7129699682
814,364,329.0,267.7,212.4,121.870833262,113.958130713,101.122333417
815,255,315.8,278.3,220.35,126.44247704,106.367340435,97.6811542455
816,226,258.0,282.6,224.4,62.5099992001,102.899303529,96.0583156213
817,105,230.4,260.2,218.3,93.5483832036,115.309053321,99.6895708001
818,208,231.6,261.6,221.5,93.1305535257,114.49813196,98.1950261362
819,308,220.4,274.7,229.2,74.7883680795,111.189577849,98.6602890305
820,388,247.0,281.4,239.75,106.920531237,116.195429246,103.925517357
821,660,333.8,295.9,261.9,211.059707192,152.088753328,139.828805104
822,803,473.4,351.9,297.0,249.270535764,218.878682785,179.729328655
823,768,585.4,408.5,327.2,224.819483141,247.162676974,205.152215633
824,624,648.6,434.5,351.1,163.357889311,255.496140436,210.699811406
825,593,689.6,468.3,373.3,91.5385164835,251.436340518,211.673557009
826,641,685.8,509.8,396.2,93.4489165266,241.033792006,214.754351711
827,604,646.0,559.7,409.95,70.6505484763,195.21671718,218.987256298
828,628,618.0,601.7,431.65,19.2743352674,151.40750752,217.962641657
829,590,611.2,629.9,452.3,22.3763267763,111.675571784,212.050912457
830,529,598.4,644.0,462.7,43.6153642654,82.9457654133,210.366372138
833,542,578.6,632.2,464.05,41.8783953847,88.6162764081,210.805841076
834,557,569.2,607.6,479.75,39.9837466979,67.5823777162,205.091731723
835,530,549.6,583.8,496.15,25.2645997396,41.8138732958,194.556249477
836,463,524.2,567.7,501.1,36.0374804891,53.87238006,192.262950423
837,738,566.0,582.2,525.25,102.647454912,76.2886332002,190.045389315
838,759,609.4,594.0,551.9,131.720537503,93.5640006745,183.117994747
839,617,621.4,595.3,577.5,128.445708375,93.8083744189,150.179366443
840,547,624.8,587.2,594.45,125.615285694,94.1674631235,122.941353156
841,591,650.4,587.3,608.6,93.2780788824,94.1712978212,102.887470466
842,646,632.0,599.0,621.5,79.7746827007,93.3880791822,89.0112352459
843,619,604.0,606.7,619.45,37.3363094052,91.3175777165,88.5488119924
844,747,630.0,625.7,616.65,74.9599893276,99.2494612356,83.1607669391
845,686,657.8,641.3,612.55,60.9483387797,94.6913700163,77.1072219978
848,556,650.8,650.6,609.15,71.6149425749,78.3995464839,78.0689809686
849,704,662.4,647.2,614.7,75.2482557937,74.8447281599,80.7596173188
850,700,678.6,641.3,617.65,72.2274186165,66.962759136,82.8221143873
851,659,661.0,645.5,620.4,61.2862137842,66.5853670945,83.2569895912
852,711,666.0,661.9,624.55,64.7572389776,59.442689486,85.6888342539
853,666,688.0,669.4,628.35,23.7381549409,53.9839482315,85.7611585497
854,677,682.6,672.5,635.75,22.210357944,53.3775858078,83.080731188
855,696,681.8,680.2,643.45,21.4872054954,50.2655172282,81.0461044877
